"autor"	"chunkid"	"und"	"der"	"die"	"in"	"das"	"ich"	"sie"	"den"	"zu"	"nicht"	"er"	"es"	"sich"	"von"	"dem"	"mit"	"auf"	"ein"	"so"	"aber"	"war"	"ist"	"auch"	"wie"	"als"	"an"	"was"	"daß"	"noch"	"eine"	"wenn"	"hatte"	"du"	"des"	"aus"	"mir"	"im"	"wir"	"doch"	"nach"	"da"	"nur"	"um"	"ihr"	"hat"	"einen"	"für"	"man"	"wieder"	"ihm"	"sein"	"haben"	"mich"	"ja"	"über"	"vor"	"einem"	"oder"	"nun"	"denn"	"immer"	"ihn"	"dann"	"alles"	"bei"	"habe"	"sagte"	"frau"	"am"	"hier"	"mehr"	"schon"	"uns"	"seine"	"einer"	"jetzt"	"ganz"	"herr"	"s"	"nichts"	"sind"	"durch"	"seiner"	"sehr"	"wohl"	"unter"	"kann"	"dieser"	"bis"	"meine"	"wird"	"sei"	"seinen"	"mein"	"zum"	"seinem"	"werden"	"recht"	"wo"	"waren"	"alten"	"ihre"	"dir"	"diese"	"alte"	"gut"	"alle"	"sagen"	"will"	"ihnen"	"sah"	"dich"	"zeit"	"hin"	"etwas"	"hand"	"bin"	"diesem"	"weil"	"vom"	"welt"	"ihrer"	"kam"	"her"	"leben"	"wurde"	"weiß"	"mutter"	"gewesen"	"hätte"	"muß"	"konnte"	"ob"	"viel"	"ihren"	"können"	"lassen"	"gar"	"ohne"	"gegen"	"erst"	"ging"	"während"	"einmal"	"selbst"	"soll"	"ihrem"	"stand"	"eben"	"bloß"	"vielleicht"	"machen"	"mann"	"zur"	"wollen"	"heute"	"keine"	"eigentlich"	"wäre"	"kind"	"hatten"	"kein"	"wer"	"liebe"	"herrn"	"dazu"	"hause"	"weiter"	"mal"	"welche"	"gleich"	"lieber"	"nahm"	"andern"	"sehen"	"gott"	"wollte"	"freilich"	"zwischen"	"wissen"	"nein"	"tage"	"tag"	"dabei"	"beiden"	"davon"	"lange"	"selber"	"hast"	"zwei"	"also"	"wort"	"o"	"weg"	"würde"	"fort"	"junge"	"diesen"	"sondern"	"guten"
"Fontane"	396	42	9	15	12	23	20	19	7	15	12	11	14	15	7	8	7	8	3	6	5	10	6	3	6	5	3	1	17	2	6	1	3	3	0	1	7	2	4	3	0	4	7	1	5	5	6	2	1	4	2	5	5	2	5	1	3	3	2	4	4	2	2	1	3	0	0	9	7	2	0	1	2	3	5	2	0	7	0	1	1	1	4	4	0	1	1	1	3	0	8	3	0	1	2	1	1	1	1	1	0	3	4	0	1	1	5	1	1	0	4	1	2	1	0	3	2	1	2	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	3	0	1	0	2	1	0	1	0	0	2	0	1	2	0	0	3	2	1	1	1	0	0	1	1	1	0	2	0	1	0	2	0	0	0	0	0	3	1	0	1	0	1	0	1	2	2	0	0	0	0	0	0	1	2	0	2	3	0	0	1	1	0	0	1	0
"Fontane"	397	39	13	22	10	23	23	31	5	21	17	7	13	13	5	3	7	8	4	10	6	2	7	8	5	2	4	9	14	4	10	2	2	0	0	1	11	3	3	3	2	1	3	3	4	4	6	3	1	1	0	2	8	7	1	1	2	2	2	3	2	1	0	0	4	4	4	6	2	1	4	0	1	5	2	3	0	2	1	1	3	1	2	2	1	1	2	2	0	1	3	3	3	1	3	0	1	1	1	0	0	0	1	0	1	2	0	0	3	2	6	0	0	2	1	0	1	4	0	1	0	0	2	1	0	1	0	0	1	0	1	0	1	2	0	0	2	3	0	1	0	0	3	1	3	3	3	1	0	4	3	4	0	0	0	3	0	3	0	3	0	0	1	1	2	0	1	1	0	0	0	2	3	0	1	1	1	1	1	2	0	1	1	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1
"Fontane"	398	36	18	22	10	16	5	8	12	19	15	15	8	16	11	6	9	6	7	9	10	15	3	10	5	7	5	6	8	4	3	3	5	0	1	9	0	0	1	2	2	1	6	2	0	1	2	2	5	3	5	2	3	2	6	2	2	3	1	3	0	0	1	3	6	6	1	0	2	2	0	3	0	0	3	3	3	5	0	1	0	0	0	5	4	2	1	0	3	2	0	0	2	3	0	1	1	0	1	1	4	1	1	0	7	2	0	0	0	0	0	2	0	2	0	1	0	0	2	2	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	1	3	2	1	3	1	2	0	0	2	0	0	1	0	0	1	0	0	3	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	2	1	1	0	0	0	0	0	2	1	1	0	0	1	2	0	2	0	0
"Fontane"	399	45	15	23	15	10	7	33	7	15	15	3	7	12	5	4	6	3	4	9	10	8	8	6	7	3	2	6	4	3	1	7	6	1	0	1	6	4	6	5	4	5	7	5	7	2	4	0	0	4	1	0	3	2	5	2	10	0	2	3	3	1	1	7	5	4	0	0	4	4	1	5	1	3	2	2	0	4	0	3	6	2	0	0	1	1	1	2	2	0	2	1	2	0	0	3	0	4	2	4	1	2	3	1	3	1	1	1	1	0	1	1	1	0	2	2	0	1	1	7	0	0	2	2	0	1	1	0	0	2	3	0	1	1	2	1	2	1	0	1	2	0	1	0	0	2	2	4	2	1	1	3	2	1	0	2	1	3	2	2	0	0	1	3	2	0	1	2	1	0	0	1	0	0	2	2	0	0	1	1	0	3	1	3	1	0	1	1	3	0	1	0	0	0	0	3	0	0	1	1	1
"Fontane"	400	30	16	25	9	26	14	12	12	10	6	8	15	11	10	2	9	4	13	6	11	11	7	11	6	4	4	6	10	3	6	9	4	7	1	1	3	0	1	7	5	5	6	3	3	0	3	2	7	3	0	3	1	2	6	2	1	3	0	1	8	4	7	9	4	1	3	4	0	1	3	2	4	0	1	3	1	4	0	3	1	1	1	0	1	2	0	1	4	0	1	1	0	1	0	0	0	0	4	1	2	0	1	3	0	2	2	1	5	2	0	2	1	1	2	0	1	1	1	1	1	1	0	0	2	0	1	1	0	0	0	7	0	2	1	0	1	0	0	0	1	4	0	1	0	0	2	0	1	2	2	1	0	4	0	0	0	1	1	1	1	1	1	0	3	0	0	1	2	1	0	1	0	2	0	0	0	2	1	2	0	1	0	0	0	2	0	3	0	0	2	0	1	0	0	1	1	0	0	1	1
"Fontane"	401	25	16	24	3	8	17	12	8	10	9	16	14	9	2	2	8	11	6	4	7	8	7	16	6	5	5	9	9	10	3	4	3	10	0	2	2	1	2	7	4	2	2	4	6	8	6	1	4	1	3	4	3	3	7	1	5	1	1	4	13	7	3	3	5	0	1	4	1	0	0	2	6	0	3	0	1	1	1	5	5	1	1	3	0	2	0	5	0	0	1	1	1	1	0	2	0	1	1	1	1	2	2	3	3	6	2	1	3	1	0	4	0	2	1	0	0	0	0	5	0	1	0	1	1	2	0	1	0	1	0	1	0	1	0	1	0	2	3	0	0	0	1	2	1	1	3	1	1	0	7	4	1	1	1	3	1	2	1	0	0	0	2	0	7	0	1	0	0	3	0	1	0	0	0	1	0	3	0	0	1	1	0	1	0	1	1	3	0	2	1	0	1	0	1	0	1	0	1	1	0
"Fontane"	402	46	7	17	13	13	18	19	6	9	18	10	16	10	7	5	7	2	8	17	9	9	14	13	4	8	4	7	10	8	8	11	3	15	0	2	3	1	2	5	3	6	7	4	6	6	3	3	5	0	1	1	2	6	5	2	2	2	6	5	3	3	1	3	4	2	1	2	0	1	0	4	2	2	2	4	4	2	1	3	0	2	0	0	0	4	0	3	2	1	4	0	2	2	0	1	0	1	1	1	1	2	0	4	1	0	2	1	1	5	0	0	2	0	0	0	0	0	2	3	0	1	1	1	0	2	0	2	1	1	2	3	1	1	1	1	2	1	0	0	0	1	2	0	1	0	1	1	1	0	0	4	1	0	0	0	1	0	3	2	0	0	1	0	2	0	2	2	0	0	0	1	2	0	1	1	1	2	0	1	0	1	0	0	2	0	0	0	0	5	1	1	0	0	0	2	1	0	0	0	1
"Fontane"	403	38	12	19	13	27	23	8	5	13	25	6	8	2	12	5	6	5	9	5	7	2	14	10	5	4	6	6	6	9	4	7	0	8	1	3	15	2	2	2	1	6	6	1	2	8	5	3	5	3	1	2	3	5	4	1	4	2	2	5	4	5	0	4	1	1	2	0	0	1	0	0	3	0	2	6	2	6	0	5	1	4	0	0	0	2	1	1	2	0	2	3	1	0	4	2	2	2	2	2	0	0	1	2	0	1	2	3	1	0	1	0	3	0	0	1	0	1	2	2	1	0	3	0	2	0	0	4	0	0	2	1	0	0	0	0	3	1	1	1	1	2	0	0	3	0	2	2	2	2	0	3	1	0	0	1	1	2	1	2	0	0	0	0	6	0	2	1	0	1	0	0	6	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	2	1	0	0	0	2	1	2	0	0	0
"Fontane"	404	43	22	13	12	15	27	8	9	6	15	8	17	10	5	4	10	3	13	6	10	3	9	16	6	3	4	6	6	7	0	7	0	15	0	2	8	2	2	8	6	0	2	1	4	3	5	4	0	2	4	7	4	3	5	1	0	2	4	2	9	9	6	4	2	2	2	2	1	4	2	4	0	0	3	2	4	7	0	3	0	0	0	0	2	4	0	5	2	0	2	3	2	0	0	1	0	4	1	0	0	2	0	2	3	0	1	0	3	2	1	0	3	0	0	3	4	2	0	1	1	1	1	2	1	1	0	0	0	0	3	6	1	0	1	0	0	0	0	0	0	4	1	0	1	1	1	2	1	0	2	6	0	0	1	1	1	3	2	5	0	1	0	1	3	0	3	0	0	0	0	1	1	1	0	0	2	3	3	0	1	4	0	1	1	0	3	0	1	3	0	1	1	0	0	0	0	0	0	0	2
"Fontane"	405	41	27	26	10	15	10	3	15	11	10	4	12	10	16	8	11	6	7	5	8	14	2	8	4	6	8	2	3	7	7	3	4	0	1	1	2	4	1	5	3	3	7	5	2	0	2	1	3	1	3	3	2	0	3	1	2	2	2	3	3	1	0	2	3	1	2	8	0	4	2	0	5	0	0	1	0	2	0	1	1	0	1	0	0	0	3	1	3	4	1	2	2	0	0	3	1	1	0	1	4	1	1	2	1	0	0	1	2	1	0	0	0	2	0	0	0	0	1	2	3	0	1	2	0	0	2	1	1	1	0	0	0	0	1	0	0	1	0	0	2	0	2	0	2	5	0	1	0	1	1	1	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	2	0	1	0	0	0	0	4	3	1	0	0	0	0	0	1	1	0
"Fontane"	406	11	10	12	7	3	0	0	5	2	3	0	2	3	4	1	2	3	3	4	2	2	0	1	1	0	4	0	4	1	3	1	1	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
"Fontane"	407	31	29	25	16	15	12	7	14	16	7	5	11	11	11	9	8	7	12	7	7	10	6	6	6	9	3	4	3	5	5	1	7	4	5	1	1	3	2	4	1	0	2	6	2	2	2	4	3	0	1	4	1	4	2	3	7	6	6	3	2	2	0	0	2	1	1	0	0	1	1	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	3	0	3	0	0	2	1	1	1	1	1	1	1	2	2	1	1	0	3	2	1	1	1	0	1	1	2	1	1	2	2	0	0	3	1	2	4	0	1	1	2	1	0	0	0	1	0	1	0	0	0	2	1	2	0	2	0	1	0	2	4	0	2	4	0	1	0	0	2	0	4	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	1	0	0	0	0	3	0	1	0
"Fontane"	408	36	29	20	12	18	16	15	5	10	13	15	14	11	6	8	7	3	8	8	16	11	10	3	2	9	5	4	8	10	8	4	4	5	2	5	3	2	3	6	3	0	5	4	4	4	2	4	4	0	4	4	3	2	2	1	2	1	7	2	2	2	4	4	4	1	2	1	0	3	1	2	1	0	1	3	0	1	0	1	2	2	2	1	2	1	1	2	3	1	0	3	1	3	4	1	3	3	0	2	0	0	0	2	1	6	1	0	1	0	0	1	1	2	1	3	1	2	2	0	0	0	2	0	0	2	1	1	0	1	1	1	1	1	2	1	1	0	1	2	4	1	1	1	0	1	1	0	1	3	0	3	2	0	1	0	0	1	1	2	0	1	0	0	1	0	0	0	2	0	0	1	0	3	0	2	0	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	4	0	0	1	2	1	0	0	0
"Fontane"	409	43	44	29	17	12	10	9	13	4	11	8	11	8	15	17	8	8	8	5	10	8	10	6	4	8	2	6	3	1	9	2	2	4	7	3	4	1	2	6	2	2	6	5	1	3	1	3	0	2	1	4	0	1	6	2	3	5	2	4	2	2	4	1	7	3	0	4	0	2	0	2	2	2	2	4	1	3	0	1	2	5	2	3	0	1	2	1	1	1	0	2	0	1	0	2	0	1	0	5	3	5	0	0	2	1	1	3	3	0	1	0	0	0	0	3	2	2	1	1	0	0	2	0	0	1	2	4	0	2	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	2	1	1	1	0	0	1	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	2	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0
"Fontane"	410	36	16	43	15	21	7	17	7	18	15	2	6	12	10	5	11	5	4	8	9	3	10	8	2	12	3	4	4	2	6	2	3	1	3	3	4	0	6	7	4	1	1	6	2	3	1	1	2	2	2	0	7	5	3	0	2	3	5	1	1	3	1	3	2	0	2	3	0	3	1	0	1	7	1	3	0	0	0	0	3	4	1	0	6	0	2	0	3	1	2	4	1	0	0	1	1	1	0	1	1	3	2	0	5	0	1	0	1	0	2	1	2	0	1	1	1	1	2	1	0	1	4	0	2	1	1	1	0	0	0	2	0	2	3	0	2	2	0	0	3	1	0	4	0	3	0	2	0	1	2	3	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	0	3	1	0	1	0	3	5	2	1	0
"Fontane"	411	46	20	20	16	26	25	17	5	7	15	3	9	11	8	9	10	9	12	7	9	4	7	2	1	7	2	4	8	2	9	5	0	1	3	3	7	4	0	5	0	0	1	0	2	1	4	2	2	1	0	5	2	4	3	2	5	4	0	3	3	2	1	4	2	1	1	2	0	0	1	2	2	3	0	1	1	1	0	3	2	4	0	0	2	2	1	6	1	1	3	1	1	0	3	2	0	4	2	1	0	0	1	0	2	5	0	0	4	0	3	0	1	0	1	2	0	2	1	1	0	4	1	1	1	0	1	3	2	0	0	1	0	3	2	2	0	1	0	2	0	0	0	3	0	1	1	2	2	1	0	3	0	2	0	1	0	2	2	1	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	1	0	1	0	1	1	0	3	0	1	0	2	2	0	0
"Fontane"	412	52	20	16	18	21	19	22	10	14	9	12	15	12	8	14	12	8	13	5	13	12	8	6	8	6	7	4	6	6	4	4	3	1	0	2	4	0	6	5	6	6	3	3	4	2	3	5	1	4	3	2	5	3	3	0	2	3	0	4	3	0	3	1	0	3	0	3	0	1	2	1	5	1	1	6	1	2	0	1	2	1	0	0	2	2	1	0	2	1	1	1	1	1	1	1	0	3	0	0	0	1	0	0	1	2	0	0	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	3	2	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	2	0	4	0	1	0	2	0	1	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	3	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0
"Fontane"	413	68	12	22	12	16	17	15	10	4	16	19	4	4	10	2	2	7	22	8	12	7	14	9	3	3	3	6	7	3	7	4	0	10	3	2	9	3	2	6	1	3	8	2	2	7	4	1	4	2	2	5	2	2	6	2	0	3	3	11	2	1	2	3	1	1	1	2	0	3	5	2	3	1	0	0	2	3	0	0	2	3	0	1	4	0	1	4	0	1	3	2	1	0	5	1	2	1	0	1	3	3	2	5	2	1	2	1	3	2	3	2	2	0	2	1	0	1	2	0	1	0	2	1	0	0	1	2	0	0	0	1	0	1	6	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	4	1	0	0	1	3	0	0	1	2	0	0	0	2	0	1	0	0	1	0	0	0	1	2	0	0	1	1	1	0	2	1	0	4	0	1	0	0	0	0	0	0	0
"Fontane"	414	41	35	30	22	13	5	12	11	8	10	3	5	9	7	9	12	13	13	7	11	11	5	7	1	9	5	2	3	7	9	3	6	3	6	4	2	4	6	3	7	7	4	2	3	0	4	3	2	3	0	1	0	1	1	3	2	3	6	1	2	2	2	4	0	1	2	0	0	1	3	2	1	3	0	2	0	0	0	3	5	1	4	2	1	0	2	0	4	3	0	0	5	0	0	1	1	0	0	2	3	2	0	0	2	1	0	1	0	0	2	1	0	2	4	3	1	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	2	1	0	1	1	0	0	2	1	0	0	1	0	1	1	0	1	1	1	0	1	2	1	0	0	1	0	0	0	0	1	0	0	4	1	2	0	0	0	1	0	0	1	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0
"Fontane"	415	42	16	20	10	14	14	14	8	12	12	1	15	12	10	11	8	6	16	9	5	5	5	7	6	7	11	4	3	1	3	3	1	16	1	4	3	2	3	4	6	0	8	3	2	5	9	1	4	3	1	3	2	2	2	2	3	3	7	8	3	2	0	3	2	3	3	2	0	4	5	1	2	2	0	4	0	1	0	2	4	2	1	0	4	0	1	1	0	1	1	0	0	1	2	0	0	0	0	1	1	0	0	4	0	0	4	0	2	2	2	3	2	1	4	3	0	1	0	2	3	0	2	1	4	2	0	0	5	1	0	1	0	3	1	0	0	1	1	0	1	0	2	1	0	2	2	1	0	2	0	1	2	0	0	0	2	2	1	1	3	1	0	0	1	0	1	0	2	0	1	0	0	0	1	2	0	0	1	0	4	0	0	0	1	0	2	0	0	1	0	2	1	0	0	1	1	0	0	1	1
"Fontane"	416	37	16	27	12	9	17	15	8	19	10	9	13	13	6	4	8	4	4	9	14	5	7	8	7	5	10	8	4	5	9	5	4	5	2	9	5	2	3	3	2	3	5	6	5	2	6	2	1	3	2	4	3	3	3	2	0	6	1	7	3	4	0	1	1	1	1	2	0	4	10	1	1	0	0	6	0	1	0	2	2	3	1	0	1	0	1	0	2	2	2	1	3	0	0	2	1	1	0	1	2	1	2	0	1	0	3	0	2	1	1	0	4	0	4	1	1	2	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	2	1	1	0	1	1	0	2	0	2	3	2	3	2	0	1	0	0	2	0	0	2	0	1	0	2	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	2	0	1	1	0	5	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0	2	2	1	0	0
"Fontane"	417	48	24	28	12	11	14	18	16	15	3	10	8	10	17	6	8	7	7	8	10	6	6	7	2	5	6	1	3	7	5	2	2	2	1	5	5	2	0	2	6	0	4	1	6	1	4	6	2	8	2	4	4	4	2	2	4	6	1	2	4	0	1	0	3	2	2	3	0	1	1	1	6	2	0	1	1	2	1	0	0	1	2	0	3	0	1	0	0	1	2	0	1	0	2	0	0	0	0	1	2	0	3	2	0	1	1	0	0	1	2	3	0	1	1	0	1	1	1	0	0	0	3	1	2	0	1	0	0	1	0	4	2	0	0	2	1	0	1	0	0	4	3	1	0	0	0	1	0	4	2	0	0	0	0	1	1	0	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	3	3	1	0	2	1	0	1	0	1	0	1	0	1	0	1	1	0
"Fontane"	418	47	34	22	17	5	10	10	8	16	6	4	13	20	9	6	8	11	10	9	14	14	6	4	4	2	5	3	2	5	6	5	2	2	2	3	4	1	3	4	6	4	2	5	1	0	7	4	6	2	1	2	0	3	3	1	5	4	4	3	3	1	0	2	2	1	2	3	0	7	7	2	3	1	2	3	1	1	0	1	1	2	0	0	1	1	0	1	3	0	3	2	0	0	2	1	0	1	1	0	1	1	2	0	2	0	0	1	0	0	0	1	2	2	2	2	0	0	1	2	0	0	2	1	1	0	1	2	0	1	2	0	0	0	1	5	0	0	0	0	0	0	0	3	1	2	0	1	0	1	1	3	2	2	0	2	2	0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
"Fontane"	419	54	23	32	11	10	10	12	9	9	12	3	7	11	11	6	12	4	7	4	5	8	4	13	5	8	9	3	8	6	8	2	3	0	1	2	0	1	1	2	4	0	4	4	3	2	5	4	7	3	1	0	2	1	0	4	3	1	4	4	2	2	1	0	6	0	3	4	1	2	3	1	1	2	1	5	2	2	0	1	0	1	0	0	0	0	0	1	2	4	1	1	4	0	0	1	0	1	0	0	2	1	0	1	1	0	1	0	2	0	1	0	0	0	3	1	0	2	1	0	1	1	1	0	0	2	2	1	3	1	1	2	1	1	0	1	2	0	1	3	0	3	1	2	0	0	2	2	0	1	2	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	4	0	1	1	0	1	2	2	2	3	0	1	0	0	0	0	1	1	0	2	0	1	1	1
"Fontane"	420	40	18	29	15	11	21	16	5	12	21	2	16	13	6	5	4	6	5	9	14	9	10	12	3	8	10	2	8	5	10	4	5	1	1	2	8	4	5	6	2	3	4	2	6	2	6	0	8	3	1	1	2	5	0	1	2	2	3	3	3	1	0	0	1	2	3	4	0	4	0	1	1	2	2	0	1	2	0	4	1	1	1	1	1	0	2	0	0	3	1	1	0	0	1	3	0	1	1	0	2	0	3	0	3	0	1	0	1	1	1	1	0	2	1	0	1	0	0	1	1	0	2	0	1	2	0	0	0	0	0	2	2	0	1	0	1	1	0	0	2	1	1	2	4	1	0	0	0	0	1	1	1	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	1	0	0	0	0	5	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	3	0
"Fontane"	421	46	16	20	19	11	13	16	6	13	18	12	12	16	3	7	9	2	4	9	12	4	10	13	12	3	4	2	11	4	5	4	2	14	1	1	4	3	3	5	2	0	8	2	3	1	2	1	2	2	2	5	0	3	4	3	2	0	3	2	6	3	2	2	1	1	7	2	1	0	0	1	2	4	0	0	0	1	1	3	4	2	0	4	0	2	0	0	1	1	1	2	4	2	2	0	0	2	5	1	0	2	1	6	2	3	2	0	2	2	6	1	1	2	2	1	0	1	1	3	2	1	1	0	0	0	0	1	0	2	0	1	0	0	2	1	0	2	1	2	1	1	0	1	0	1	0	1	0	1	2	0	2	0	1	4	0	2	0	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	2	2	1	3	1	1	1	0	0	1	1	0	0	0	0
"Fontane"	422	52	28	18	11	18	11	2	7	21	13	11	11	13	12	12	12	4	15	11	9	8	11	13	11	6	4	4	4	2	4	2	1	0	2	5	2	2	3	5	1	3	2	7	4	4	1	2	0	1	0	2	3	3	3	2	2	4	2	7	3	2	1	1	1	0	2	2	0	0	0	1	1	1	5	2	2	2	3	1	0	7	0	2	5	0	3	0	0	1	4	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	2	0	1	0	1	0	2	1	0	0	3	1	0	3	0	0	7	0	0	0	0	1	0	0	0	0	0	1	2	1	2	0	2	1	1	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	2	1	0	0	0	1	0	3	0
"Fontane"	423	41	20	23	20	12	19	20	7	18	9	13	7	8	7	6	6	10	10	3	8	3	8	6	8	6	6	5	8	4	3	2	2	1	3	0	4	1	2	3	5	1	7	6	1	4	1	2	0	4	3	2	2	8	1	3	5	3	3	1	4	1	2	0	1	1	1	2	0	2	2	2	3	6	4	4	2	1	0	0	1	2	1	5	3	0	2	2	2	1	2	6	0	2	4	2	1	1	1	0	2	0	1	0	3	0	1	2	1	2	5	0	1	1	2	0	3	1	0	1	1	0	0	1	0	3	1	0	0	0	1	0	0	0	1	0	3	1	1	1	3	0	2	1	0	0	1	2	0	5	0	2	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	1	0	1	0	0	3	2	2	0	2	1	0	1	1	0	0	0	0	0	2	3	1	1
"Fontane"	424	41	32	27	14	9	11	9	14	19	9	1	19	13	12	7	6	10	5	6	8	8	9	5	7	13	6	1	5	8	4	4	3	0	0	5	4	2	10	6	2	1	3	4	8	2	2	3	2	7	0	4	5	3	2	1	0	1	4	0	1	3	0	2	4	3	2	2	0	2	0	6	2	2	1	4	0	1	0	0	0	4	3	0	1	0	2	1	4	1	2	1	0	2	1	0	0	3	2	1	0	3	1	0	2	1	1	0	1	0	1	1	0	1	1	2	1	1	0	1	1	0	2	1	4	1	0	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	2	0	1	0	1	1	2	2	0	3	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	2	3	2	0	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0
"Fontane"	425	50	29	25	14	16	13	10	7	5	5	3	7	6	5	15	10	12	13	7	8	3	6	7	8	4	9	0	2	4	2	5	1	0	5	6	11	2	8	4	5	7	6	6	0	2	2	1	1	1	0	4	2	2	2	2	3	2	8	4	5	6	0	3	1	2	1	1	0	6	0	4	1	1	0	5	0	1	0	3	3	1	1	1	0	1	1	3	3	1	1	1	0	3	0	1	0	1	1	6	2	1	2	0	3	2	1	1	0	1	1	0	0	0	1	1	1	0	3	1	1	1	4	1	2	5	1	0	0	0	2	1	0	0	0	1	2	1	0	2	0	3	1	1	0	1	0	2	0	3	0	0	1	0	1	0	0	4	1	0	1	0	0	0	3	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	1	0	0	1	2	0	0	1	0	0	0
"Fontane"	426	62	26	36	14	9	4	9	8	12	5	13	11	7	11	7	12	5	5	2	7	16	0	7	8	10	11	5	6	6	3	4	2	1	1	7	0	1	22	3	4	1	5	4	2	0	4	1	1	2	0	4	1	1	2	7	0	2	4	4	7	0	2	5	2	1	1	1	0	6	1	0	0	8	0	3	4	0	2	4	1	0	3	3	0	1	2	0	0	2	0	1	2	1	0	3	2	0	0	0	1	0	1	1	2	2	0	1	0	1	1	0	0	0	7	0	1	0	0	0	1	0	0	1	5	0	0	0	0	2	1	0	0	1	0	1	2	1	0	3	0	1	4	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0
