"autor"	"chunkid"	"und"	"der"	"die"	"in"	"das"	"ich"	"sie"	"den"	"zu"	"nicht"	"er"	"es"	"sich"	"von"	"dem"	"mit"	"auf"	"ein"	"so"	"aber"	"war"	"ist"	"auch"	"wie"	"als"	"an"	"was"	"daß"	"noch"	"eine"	"wenn"	"hatte"	"du"	"des"	"aus"	"mir"	"im"	"wir"	"doch"	"nach"	"da"	"nur"	"um"	"ihr"	"hat"	"einen"	"für"	"man"	"wieder"	"ihm"	"sein"	"haben"	"mich"	"ja"	"über"	"vor"	"einem"	"oder"	"nun"	"denn"	"immer"	"ihn"	"dann"	"alles"	"bei"	"habe"	"sagte"	"frau"	"am"	"hier"	"mehr"	"schon"	"uns"	"seine"	"einer"	"jetzt"	"ganz"	"herr"	"s"	"nichts"	"sind"	"durch"	"seiner"	"sehr"	"wohl"	"unter"	"kann"	"dieser"	"bis"	"meine"	"wird"	"sei"	"seinen"	"mein"	"zum"	"seinem"	"werden"	"recht"	"wo"	"waren"	"alten"	"ihre"	"dir"	"diese"	"alte"	"gut"	"alle"	"sagen"	"will"	"ihnen"	"sah"	"dich"	"zeit"	"hin"	"etwas"	"hand"	"bin"	"diesem"	"weil"	"vom"	"welt"	"ihrer"	"kam"	"her"	"leben"	"wurde"	"weiß"	"mutter"	"gewesen"	"hätte"	"muß"	"konnte"	"ob"	"viel"	"ihren"	"können"	"lassen"	"gar"	"ohne"	"gegen"	"erst"	"ging"	"während"	"einmal"	"selbst"	"soll"	"ihrem"	"stand"	"eben"	"bloß"	"vielleicht"	"machen"	"mann"	"zur"	"wollen"	"heute"	"keine"	"eigentlich"	"wäre"	"kind"	"hatten"	"kein"	"wer"	"liebe"	"herrn"	"dazu"	"hause"	"weiter"	"mal"	"welche"	"gleich"	"lieber"	"nahm"	"andern"	"sehen"	"gott"	"wollte"	"freilich"	"zwischen"	"wissen"	"nein"	"tage"	"tag"	"dabei"	"beiden"	"davon"	"lange"	"selber"	"hast"	"zwei"	"also"	"wort"	"o"	"weg"	"würde"	"fort"	"junge"	"diesen"	"sondern"	"guten"
"Fontane"	0	52	26	32	17	13	3	7	10	13	8	15	9	13	6	6	16	5	9	3	10	6	2	6	4	14	4	0	3	4	8	4	6	5	2	1	2	1	1	1	3	2	8	7	5	0	4	1	5	7	1	2	1	2	1	4	1	5	2	3	2	1	1	7	1	2	0	6	1	4	3	2	2	1	0	3	0	0	5	1	3	3	1	3	0	1	3	0	3	1	0	1	2	0	1	0	0	0	1	0	2	1	2	1	2	0	2	0	0	0	1	5	3	2	4	2	1	0	1	0	0	0	2	2	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	1	1	5	2	1	0	0	0	1	3	2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	2	0	3	1	0	1	0	1	0	0	1	0	0	1	0	0	3	0	0	1	1	0	0	0	0
"Fontane"	1	50	29	29	19	23	13	13	12	9	10	3	10	13	7	10	6	13	11	8	6	4	4	2	2	2	10	1	3	5	2	2	2	9	1	1	1	6	8	3	2	1	8	0	5	2	1	0	8	3	0	2	1	3	0	2	2	1	4	1	4	3	0	3	0	1	1	4	1	4	4	7	2	0	1	7	2	2	0	1	1	4	5	1	0	0	1	2	1	2	0	1	0	0	0	0	3	2	0	2	1	0	0	3	3	0	0	1	0	1	1	2	2	1	2	2	1	0	0	3	0	0	2	1	3	0	1	1	0	0	0	2	0	0	1	1	0	1	0	0	3	1	3	1	0	1	0	2	1	0	0	4	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	3	1	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	3	1	0
"Fontane"	2	40	25	18	12	13	8	14	12	9	11	18	6	14	11	10	14	10	9	5	10	5	6	5	4	9	3	2	4	6	4	2	4	1	4	5	3	3	4	1	2	2	2	2	1	1	1	0	2	3	2	6	5	2	2	4	2	2	7	4	1	4	1	0	1	1	2	4	3	1	1	0	2	2	1	1	5	0	4	0	0	0	4	0	1	0	4	0	1	1	0	1	1	2	0	1	1	2	2	3	1	0	0	0	4	0	1	0	1	1	0	4	1	0	5	1	2	0	1	2	2	0	1	0	3	0	1	1	0	1	1	1	2	4	3	0	0	0	0	0	1	0	1	1	0	0	0	1	1	4	0	1	0	2	1	1	0	1	0	1	0	1	2	1	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	1	4	0	0	0	1	0	1	1	0	0	2
"Fontane"	3	29	32	27	7	22	3	10	11	10	8	6	5	10	17	8	13	6	5	3	7	4	7	7	6	3	7	2	1	5	8	6	9	1	2	1	0	7	4	3	5	3	6	3	1	0	4	3	2	1	4	2	2	0	2	0	3	2	3	4	2	1	1	1	4	1	0	3	1	5	3	2	3	0	1	2	0	1	3	1	3	2	4	1	1	1	3	0	0	1	2	0	0	1	1	3	2	0	1	3	3	0	3	1	2	2	1	2	0	1	1	1	0	0	5	1	0	0	3	2	3	0	2	0	3	0	1	0	0	1	2	0	0	0	0	2	0	0	0	2	0	2	1	3	0	1	0	0	0	3	1	1	0	0	2	1	0	0	1	2	0	2	0	0	0	3	1	0	1	0	0	0	0	2	0	2	0	1	0	1	1	2	2	1	1	2	0	0	0	1	3	1	3	1	0	1	0	0	0	0	0
"Fontane"	4	36	30	23	16	14	10	11	11	17	14	9	3	15	16	5	8	13	6	3	10	7	3	7	4	3	6	4	3	5	5	3	2	2	2	5	2	2	3	1	2	2	2	6	2	0	3	3	3	1	1	4	1	0	1	2	0	5	0	0	4	2	3	4	2	2	3	3	6	3	3	1	1	1	3	1	2	0	6	0	0	4	3	1	1	0	2	0	1	1	0	0	0	3	3	3	1	2	0	1	1	0	3	1	0	1	0	0	1	1	0	0	0	1	3	1	0	1	1	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	2	1	1	1	0	0	3	4	1	3	0	1	1	2	0	0	3	1	0	0	2	1	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0	1	1	2	0	0	0	1	2	1	0	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	2	0	1	2	1
"Fontane"	5	50	27	29	13	19	6	13	13	9	13	8	6	9	5	9	7	6	14	2	8	7	11	5	2	8	8	6	5	3	5	7	4	1	3	2	2	6	2	3	4	4	9	4	2	0	1	3	5	2	0	4	1	2	1	2	2	6	4	0	1	2	1	3	3	2	0	4	0	2	7	0	3	0	2	3	0	1	0	0	2	4	1	1	1	1	6	1	3	2	2	1	0	1	1	1	0	1	1	2	2	0	0	0	3	1	0	1	0	2	2	0	0	0	2	1	0	0	3	2	0	0	2	0	2	0	1	0	0	2	3	0	1	1	0	2	0	0	2	1	0	0	0	3	0	0	2	0	0	1	0	1	1	0	2	1	0	2	1	2	0	2	1	0	1	0	0	2	2	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	2	0	1	2	0	0	0	3	0	0	0	1	3	0	0	0
"Fontane"	6	34	27	25	20	21	10	16	10	9	14	5	9	8	9	11	10	9	12	15	15	6	13	5	2	3	8	5	3	2	8	5	2	4	2	2	1	0	4	6	1	4	5	2	1	1	4	1	6	1	1	3	5	4	4	0	1	3	7	1	3	4	2	1	2	3	0	8	3	0	1	2	1	1	1	1	2	1	3	1	0	4	1	2	3	1	3	3	0	0	2	0	1	1	2	2	0	1	1	1	3	0	0	0	3	1	0	0	2	0	2	0	0	0	3	0	0	1	2	2	0	1	1	1	1	0	3	1	0	0	0	4	0	1	0	2	0	0	2	1	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	0	1	1	0	1	2	0	0	0	1	1	0	2	0	0	0	2	1	1	0	0
"Fontane"	7	38	27	28	16	16	11	20	4	10	8	5	8	15	6	7	6	5	7	4	11	4	6	6	4	8	4	5	2	0	9	3	2	0	2	0	3	5	8	4	5	7	3	1	4	5	4	2	4	2	0	4	6	4	0	4	3	4	7	1	2	4	2	2	1	3	2	2	2	2	4	0	1	1	1	4	0	0	2	1	1	4	0	0	1	0	0	1	3	0	5	3	1	0	1	3	1	3	4	7	0	0	1	0	1	0	2	1	0	0	4	1	0	0	2	2	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	4	2	0	0	1	2	0	2	1	0	1	0	2	0	1	0	2	1	2	3	0	1	2	1	0	2	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	4	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	2	0	2	0	0
"Fontane"	8	35	15	26	9	22	15	18	10	9	9	4	13	14	9	6	10	8	7	8	14	7	9	8	3	8	2	6	5	5	7	3	4	7	0	1	8	0	7	2	3	2	5	3	0	0	5	5	6	2	1	4	0	2	4	3	6	0	6	4	5	1	1	2	2	1	1	5	4	1	1	5	1	0	0	2	0	0	1	1	3	0	2	0	2	0	3	0	2	1	0	2	1	1	0	1	0	2	1	1	2	0	1	0	1	0	1	0	0	0	1	1	4	0	2	4	1	1	1	0	0	1	2	0	1	3	4	3	0	1	0	1	0	4	3	2	2	2	0	1	1	2	0	0	1	1	1	2	0	0	0	1	1	1	1	1	1	2	0	0	1	1	0	0	0	0	1	0	1	1	0	1	2	0	0	4	1	3	0	0	4	2	1	0	2	0	0	0	1	2	0	2	0	0	1	0	0	0	1	1	0
"Fontane"	9	47	25	40	15	13	7	9	13	8	14	3	7	6	8	8	10	2	9	2	7	6	12	7	3	11	1	3	2	3	7	2	2	2	3	5	2	0	3	1	8	2	2	1	0	2	0	4	2	2	1	1	0	2	2	4	2	0	6	2	5	3	6	3	2	1	2	2	4	3	4	3	0	2	0	3	1	1	2	2	4	5	2	0	3	2	0	2	1	2	6	0	0	0	0	2	1	0	0	0	1	0	0	0	2	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	0	0	0	0	1	0	0	1	1	3	1	1	0	2	3	2	0	0	1	0	1	2	4	0	1	0	0	1	0	0	3	0	2	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	1	1	2	0	1	0	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0
"Fontane"	10	42	29	27	12	25	1	9	7	13	9	4	11	13	14	6	12	6	13	7	10	10	8	4	6	7	9	4	3	9	5	1	6	0	1	1	1	2	1	3	3	3	2	3	1	0	4	1	9	4	4	2	2	1	2	2	3	3	1	2	3	3	1	0	1	2	0	3	3	2	1	1	1	0	3	1	0	3	0	0	1	4	5	0	1	0	4	0	1	3	3	0	0	0	1	0	1	1	0	2	3	2	2	0	1	0	0	4	1	0	3	1	0	0	5	4	0	0	1	0	0	1	0	2	2	0	1	1	0	0	0	1	2	0	1	2	0	1	0	2	2	0	1	1	0	2	0	1	2	1	0	0	0	1	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	2	0	1	0	0	3	1	0	0	2	1	1	0	2	0	0
"Fontane"	11	38	35	22	18	12	5	5	13	14	7	13	6	13	15	9	13	10	7	1	8	12	4	9	4	4	11	8	2	3	7	2	4	0	5	6	1	5	1	0	3	3	4	6	5	1	3	3	0	3	0	2	3	0	2	2	1	4	1	1	6	1	0	0	0	2	1	2	4	1	7	2	0	0	2	6	0	1	0	0	0	0	3	1	2	0	3	0	2	3	2	1	0	3	0	2	0	2	0	2	2	1	0	0	2	0	0	1	0	0	0	1	0	2	0	0	0	0	2	0	1	1	0	4	1	0	2	2	0	1	1	0	0	1	2	0	0	0	0	1	0	0	0	3	0	2	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	3	0	0	0	2	1	0	4	2	0
"Fontane"	12	44	28	22	14	9	3	18	8	6	10	10	5	8	14	7	10	8	9	8	7	10	3	9	8	9	5	5	9	7	4	2	3	1	4	1	1	2	4	2	3	1	5	2	3	0	4	2	3	2	2	0	5	4	3	2	5	2	3	4	3	4	0	4	0	2	2	3	1	2	4	6	2	0	1	6	1	3	4	1	2	4	1	1	0	4	0	0	6	3	1	0	1	1	0	0	1	3	1	1	1	0	3	0	1	0	1	3	0	2	1	2	1	1	0	1	1	0	1	0	2	0	3	0	1	0	2	0	0	0	1	0	0	0	0	1	0	2	1	1	2	1	0	3	0	0	0	1	0	1	0	0	0	1	4	2	0	2	1	1	1	1	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Fontane"	13	44	17	26	12	7	14	15	6	10	14	12	9	18	12	9	9	4	4	8	6	2	7	7	9	3	4	6	4	4	6	4	3	0	2	5	1	1	2	6	6	0	3	5	5	4	3	1	4	3	2	4	3	5	6	1	4	4	7	0	3	1	0	5	2	4	0	0	1	4	5	2	2	0	0	4	4	0	1	2	2	1	1	2	1	2	1	1	1	2	2	4	1	1	0	2	0	4	0	2	2	0	3	1	4	0	4	1	0	0	0	2	0	1	1	2	1	2	1	1	0	1	4	0	0	0	1	4	0	0	0	2	0	0	0	1	2	0	1	2	1	2	0	0	1	2	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	2	1	2	0	0	0	0	1	0	3	1	0	2	2	0	1	1	1	0	1	0	0	0	0	0	1	0	2	0	0
"Fontane"	14	35	10	7	10	8	19	39	9	10	13	10	14	10	8	5	5	3	13	13	10	6	14	4	6	8	10	11	8	6	5	6	1	4	0	6	4	2	1	3	5	0	3	2	6	6	0	0	3	3	3	6	2	2	2	2	3	4	8	2	2	4	4	1	3	0	1	0	1	1	1	3	0	0	0	6	0	4	0	4	2	2	2	1	1	2	2	1	0	1	4	4	0	1	1	2	0	0	2	3	1	1	1	4	1	0	2	0	1	3	0	1	1	0	0	3	0	0	0	3	0	1	3	0	0	0	0	4	0	0	0	1	1	2	1	0	2	0	1	0	0	0	0	0	2	3	0	1	0	1	1	2	1	0	1	0	0	0	1	0	0	0	0	1	3	0	3	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	1	0	0	3	1	0
"Fontane"	15	36	17	25	17	18	12	10	13	15	10	15	11	8	9	6	8	5	8	4	9	5	8	3	6	13	4	4	1	6	3	7	3	11	2	6	3	2	4	5	5	2	5	5	5	4	8	2	3	0	4	2	2	1	4	1	1	2	2	3	3	1	2	5	1	2	0	4	1	2	3	0	0	2	5	6	0	0	0	1	0	2	3	1	1	3	3	0	1	1	4	0	0	2	1	1	0	0	0	1	0	0	1	2	0	0	1	1	0	0	1	1	2	1	1	3	0	2	2	1	1	1	0	0	2	2	0	0	0	0	1	1	2	4	3	3	1	1	0	0	1	1	3	0	1	1	0	1	3	0	2	0	0	1	1	0	1	0	2	4	0	2	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	2	1	0	0	0	0	1	1	2	2	0	0	0	1	1	1	1	0
"Fontane"	16	32	40	19	17	21	7	7	15	18	13	22	4	14	6	5	11	10	8	4	11	6	9	4	5	8	5	3	4	9	8	1	4	2	3	0	5	3	1	6	4	1	5	4	0	5	2	2	4	1	2	6	2	4	0	3	3	5	4	3	3	2	1	1	2	2	1	3	3	0	0	3	2	0	3	2	2	2	0	0	1	0	3	3	1	1	1	1	2	1	0	1	2	0	0	0	1	0	2	3	0	0	3	0	4	2	0	1	0	0	0	1	0	0	1	2	1	1	1	3	0	0	0	0	0	1	1	4	0	1	0	0	1	1	2	0	1	1	2	0	2	1	0	3	1	2	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0
"Fontane"	17	34	31	22	16	14	16	16	9	14	6	1	7	8	9	6	7	3	10	11	10	3	12	5	5	3	3	7	4	3	6	7	1	0	3	7	4	6	0	7	0	2	7	5	0	3	5	1	4	1	0	5	3	6	2	4	3	5	4	3	3	2	0	1	0	4	1	3	3	2	4	1	0	3	4	3	1	2	4	1	1	2	0	1	2	3	1	1	4	4	3	2	1	0	1	1	0	0	1	1	3	2	1	0	2	0	1	0	2	3	2	0	0	3	3	2	0	0	1	0	1	0	2	0	3	0	1	0	0	2	0	1	0	1	0	0	1	3	0	0	4	1	0	1	0	0	0	0	0	0	0	2	3	1	1	1	0	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	0	1	1	2	2	0	0	0	0
"Fontane"	18	48	18	16	13	14	9	11	12	15	9	20	9	16	10	10	8	8	7	11	12	10	7	8	5	8	7	8	3	3	7	4	3	1	2	5	1	1	3	4	3	3	2	3	1	2	1	3	3	2	4	6	3	0	2	2	3	6	3	4	7	1	2	0	1	6	0	5	3	1	2	0	2	4	2	1	1	1	4	2	1	0	2	4	1	1	1	1	1	1	3	4	2	2	4	1	6	0	2	1	1	2	2	0	0	1	0	1	0	0	2	1	2	1	2	0	0	1	1	1	0	0	0	3	1	0	2	0	0	2	0	0	1	0	0	0	1	1	3	0	2	1	4	3	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	2	0	3	0	1	0	0	1	0	4	0	1	0	0	1	2	3	0	1	1	1	1	1	0	0	0	1	0	1
"Fontane"	19	36	30	23	22	12	9	18	12	14	9	6	8	10	9	7	7	9	5	2	11	11	3	6	5	8	8	1	8	5	7	2	2	1	8	1	4	1	9	3	4	1	4	2	3	1	2	0	0	1	0	3	5	0	0	1	2	2	5	1	2	0	0	0	2	2	0	3	4	4	4	0	2	1	1	3	0	0	1	3	1	1	3	0	0	1	4	1	2	2	5	0	1	0	1	1	0	1	1	2	2	0	3	0	6	0	1	0	0	0	2	3	1	2	1	1	0	1	2	0	2	0	3	1	1	0	1	0	0	1	2	0	1	2	0	2	0	0	1	1	1	2	0	4	0	1	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	2	0	0
"Fontane"	20	55	29	28	12	13	0	11	11	13	6	7	5	13	11	13	12	17	10	5	5	8	4	4	1	4	9	4	4	2	6	2	3	2	1	0	1	6	0	1	7	3	6	7	2	0	2	2	5	7	0	1	2	0	0	4	3	2	4	3	3	2	0	5	2	1	0	4	2	3	3	2	2	0	2	4	1	2	1	0	1	1	1	2	0	2	0	0	2	6	2	0	0	3	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	4	3	0	0	8	1	2	0	0	0	2	0	1	0	7	0	2	0	0	1	0	0	0	3	0	1	0	1	0	0	0	1	2	3	1	1	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	4	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0
"Fontane"	21	44	27	15	13	17	20	13	14	14	13	5	10	4	4	17	2	3	8	7	14	4	7	7	6	3	2	4	5	6	2	4	1	2	3	10	6	1	3	3	4	0	4	4	2	0	1	2	2	4	2	2	3	5	2	3	3	2	4	2	2	1	3	4	1	1	1	2	1	1	1	2	1	1	1	5	2	2	7	2	0	9	2	1	0	1	1	1	0	1	4	1	1	3	6	1	0	0	0	1	3	2	1	0	3	0	1	3	1	1	0	3	0	1	0	0	0	0	1	1	2	2	0	1	3	1	1	1	0	0	1	1	1	2	0	0	1	2	0	1	0	2	0	0	0	1	1	0	0	2	0	2	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	4	1	0	0	1	0	1	1	2	1	4	1	3	4	0	0	1	2	0	0	1	0	0	0	1	0	0	0	2	1	1	1
"Fontane"	22	37	26	21	15	16	15	15	14	12	13	1	9	8	10	12	8	8	11	10	6	4	10	7	6	8	3	3	3	8	4	8	2	0	0	4	3	2	9	7	3	3	7	2	0	2	2	6	5	4	0	3	2	4	1	0	1	4	6	0	4	1	0	2	3	0	1	2	1	1	0	1	1	3	0	2	1	2	4	0	1	8	3	2	0	1	1	1	2	0	1	1	2	2	5	1	1	1	2	3	1	2	1	0	2	1	0	1	1	1	1	0	0	2	2	0	1	3	3	0	1	2	1	1	1	1	1	0	2	0	0	3	0	0	0	2	1	2	1	0	5	3	0	2	0	2	0	0	1	2	1	1	1	0	2	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	2	0	2	0	0	0	0	0	1	1	0
"Fontane"	23	54	22	26	24	10	11	9	13	8	5	5	12	11	12	4	6	6	14	10	11	7	6	7	5	5	4	4	6	4	9	4	1	1	1	1	2	3	0	6	3	2	5	5	1	2	4	3	3	1	0	2	3	3	6	3	1	1	3	2	0	1	3	1	1	2	0	2	3	0	3	3	1	1	0	1	1	2	0	0	3	1	2	0	1	0	2	0	4	3	2	0	0	0	0	0	0	1	2	2	2	0	1	0	2	0	1	0	0	1	2	1	0	1	2	4	0	0	1	0	0	0	1	1	1	0	2	0	2	0	2	1	1	0	0	0	2	0	1	0	0	0	1	3	0	1	0	0	0	0	0	1	1	0	1	0	0	4	0	2	0	1	2	1	0	0	2	1	0	0	0	2	0	0	0	0	1	2	1	0	0	2	1	1	0	0	1	0	0	0	1	1	0	0	3	2	2	2	0	1	1
"Fontane"	24	50	34	23	23	9	12	16	7	12	5	10	8	16	12	10	10	9	9	4	13	7	2	3	4	4	7	5	4	5	5	3	2	0	5	1	6	4	4	3	0	4	3	1	1	3	4	1	4	4	2	2	5	3	3	3	6	3	2	2	2	1	1	4	1	2	2	3	3	4	2	4	0	2	1	4	0	2	5	3	1	3	0	3	1	0	1	1	0	4	3	1	1	1	0	1	1	1	0	0	0	1	0	0	1	2	1	1	1	1	0	1	0	0	1	1	0	1	2	0	0	0	1	0	1	1	2	1	0	0	1	1	0	0	0	0	2	0	1	0	1	3	1	2	0	4	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	2	0	0	1	1	0	1	0	0	1	2	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	2	2	0	0
"Fontane"	25	45	27	28	17	14	7	8	10	18	4	15	6	14	12	8	12	10	4	11	10	8	3	5	2	5	9	1	6	3	6	3	2	0	5	3	2	2	0	3	5	1	4	2	0	1	6	1	6	3	4	3	3	3	1	3	2	9	1	1	9	1	2	1	0	1	5	0	6	1	3	1	1	0	2	3	0	0	2	1	1	0	2	4	2	1	1	0	2	1	1	0	2	0	1	2	1	1	1	2	0	2	0	0	1	1	2	1	0	0	2	0	0	1	4	0	0	0	2	1	0	0	2	0	2	0	1	0	0	1	0	1	2	1	1	0	0	0	0	0	0	1	1	3	0	0	1	0	4	1	0	0	3	0	0	1	0	0	0	2	0	0	2	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	3	0	1	0
"Fontane"	26	43	23	25	13	29	16	24	6	13	16	6	4	8	3	4	8	5	10	8	13	3	13	7	8	4	3	8	9	6	7	10	0	4	0	1	5	5	0	7	3	6	7	4	4	2	4	2	12	1	1	5	3	2	5	2	0	2	6	6	5	4	3	4	3	2	2	3	9	4	3	2	2	1	1	2	1	1	5	2	0	5	0	0	0	2	0	4	0	1	4	4	1	0	7	1	1	1	0	1	1	2	1	0	0	1	6	1	3	3	3	2	0	0	1	2	0	3	1	1	0	0	1	0	1	1	1	1	1	0	0	6	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	2	2	5	5	0	3	0	2	0	2	1	0	0	2	0	1	0	0	1	0	0	1	1	1	2	5	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	1	2
"Fontane"	27	36	27	23	11	17	17	12	5	6	12	6	9	10	7	10	5	6	14	10	14	6	8	14	6	5	4	5	5	3	6	4	4	0	5	9	5	2	3	2	3	5	1	3	4	3	0	6	11	2	0	4	4	3	1	3	1	1	1	4	1	1	2	5	3	2	2	3	4	0	1	1	2	3	1	4	1	0	5	2	1	0	1	1	0	1	1	1	1	4	3	0	1	1	3	1	0	0	1	1	2	1	1	2	1	1	1	2	2	1	1	1	0	1	0	1	0	1	1	2	1	0	1	1	1	0	2	3	0	0	1	2	0	0	0	0	0	2	1	2	0	0	0	1	0	0	2	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	2	2	0	1	0	0	0	0	1	4	1	2	1	3	0	0	1	3	1	0	1	0	0	2	0	0	0	1	0	1	0	0	1
"Fontane"	28	37	23	25	7	12	6	16	9	26	8	8	13	14	14	10	9	8	7	3	14	3	4	6	3	9	5	4	4	4	1	1	3	0	2	3	1	7	2	3	5	3	4	6	2	1	5	3	6	5	0	3	2	0	3	4	3	7	3	5	2	1	0	3	1	4	2	4	1	1	1	0	2	2	2	3	1	1	5	1	0	3	1	0	0	1	2	1	2	1	2	0	0	1	1	2	1	2	2	1	3	0	1	0	5	3	1	2	1	0	1	1	0	1	3	5	1	2	1	1	1	1	0	1	3	1	1	0	0	0	0	3	0	1	0	0	0	3	1	1	0	2	1	4	2	1	1	1	0	0	0	0	3	0	0	3	0	1	0	0	0	2	2	2	0	0	0	1	1	1	0	1	0	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	1	0	1	1	1	0	0	3	0
"Fontane"	29	42	17	19	15	11	5	15	11	17	12	10	4	12	12	8	5	8	8	2	12	7	4	2	3	7	4	7	4	6	9	2	1	1	1	8	1	3	3	5	2	1	7	4	2	2	3	4	10	2	2	2	1	1	4	2	4	2	2	1	1	0	1	3	0	0	2	7	1	2	2	3	2	4	0	4	0	0	2	2	2	3	0	0	0	0	3	0	2	6	1	2	3	0	0	2	2	0	0	0	0	1	2	0	1	0	1	2	0	0	6	1	2	0	1	1	2	0	2	1	0	2	0	0	4	1	1	1	0	0	2	1	0	1	2	2	2	0	2	1	0	1	1	2	3	0	0	1	0	0	1	0	0	0	2	3	0	1	1	0	0	2	0	1	0	2	1	0	1	0	0	0	0	2	1	0	0	0	1	3	0	2	0	0	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0
"Fontane"	30	55	18	25	16	16	5	14	11	11	2	14	6	16	11	15	6	4	8	4	10	5	9	3	3	9	9	5	5	9	10	0	4	2	0	6	1	4	4	3	3	1	3	3	5	5	2	3	0	7	2	2	1	0	2	1	4	4	5	2	2	1	2	2	7	2	2	4	1	2	3	1	3	0	2	5	0	0	2	1	2	1	1	2	1	1	3	0	2	2	0	0	2	1	0	1	1	2	1	1	1	0	5	0	2	0	0	2	0	1	1	2	0	0	6	0	1	0	3	0	2	3	1	1	3	2	0	0	0	1	0	0	0	1	2	0	1	0	1	1	1	1	1	2	3	1	1	0	4	1	0	2	2	0	1	1	2	0	0	0	0	0	0	0	2	0	1	0	1	0	1	2	0	1	0	0	1	0	0	0	0	2	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
